,start_station_name,end_station_name,Number of Trips
39094,Ravenswood Ave & Lawrence Ave,Michigan Ave & 8th St,1
47682,Wabash Ave & Adams St,Bissell St & Armitage Ave*,1
52100,Wolcott (Ravenswood) Ave & Montrose Ave,Halsted St & Dickens Ave,1
39095,Ravenswood Ave & Lawrence Ave,Michigan Ave & Madison St,1
47680,Wabash Ave & Adams St,Aberdeen St & Randolph St,1
44098,Southport Ave & Wellington Ave,N Sheffield Ave & W Wellington Ave,1
47679,Wabash Ave & Adams St,Aberdeen St & Monroe St,1
39096,Ravenswood Ave & Lawrence Ave,Milwaukee Ave & Rockwell St,1
47677,Wabash Ave & 9th St,Wolcott Ave & Polk St,1
45898,Stave St & Armitage Ave,Clark St & Grace St,1
41554,Sheffield Ave & Waveland Ave,Damen Ave & Sunnyside Ave,1
44094,Southport Ave & Wellington Ave,Michigan Ave & Oak St,1
47689,Wabash Ave & Adams St,Canal St & Adams St,1
40210,Sangamon St & Washington Blvd,Michigan Ave & Jackson Blvd,1
44920,State St & 54th St,Wentworth Ave & Cermak Rd,1
47702,Wabash Ave & Adams St,Clinton St & Tilden St,1
47701,Wabash Ave & Adams St,Clinton St & Madison St,1
52540,Wood St & Milwaukee Ave,Clark St & Elmdale Ave,1
44084,Southport Ave & Wellington Ave,Leavitt St & North Ave,1
47700,Wabash Ave & Adams St,Clark St & Schiller St,1
45893,Stave St & Armitage Ave,Campbell Ave & North Ave,1
41022,Shedd Aquarium,Clinton St & Tilden St,1
47699,Wabash Ave & Adams St,Clark St & Randolph St,1
47698,Wabash Ave & Adams St,Clark St & Lake St,1
44091,Southport Ave & Wellington Ave,Marine Dr & Ainslie St,1
40208,Sangamon St & Washington Blvd,Michigan Ave & 8th St,1
47695,Wabash Ave & Adams St,Clark St & 9th St (AMLI),1
44092,Southport Ave & Wellington Ave,McClurg Ct & Ohio St,1
47694,Wabash Ave & Adams St,Clarendon Ave & Junior Ter,1
44093,Southport Ave & Wellington Ave,Michigan Ave & Jackson Blvd,1
40207,Sangamon St & Washington Blvd,McClurg Ct & Erie St,1
47692,Wabash Ave & Adams St,Canal St & Monroe St,1
41555,Sheffield Ave & Waveland Ave,Damen Ave & Thomas St (Augusta Blvd),1
47690,Wabash Ave & Adams St,Canal St & Jackson Blvd,1
45883,Stave St & Armitage Ave,Broadway & Belmont Ave,1
47740,Wabash Ave & Adams St,LaSalle St & Adams St,1
41596,Sheffield Ave & Waveland Ave,Larrabee St & Menomonee St,1
39059,Ravenswood Ave & Lawrence Ave,Clark St & Jarvis Ave,1
51737,Wilton Ave & Diversey Pkwy,Damen Ave & Chicago Ave,1
41589,Sheffield Ave & Waveland Ave,Kedzie Ave & Palmer Ct,1
44935,State St & 95th St,Bradley Park,1
47797,Wabash Ave & Adams St,State St & Pershing Rd,1
44934,State St & 79th St,Vernon Ave & 79th St,1
41588,Sheffield Ave & Waveland Ave,Kedzie Ave & Milwaukee Ave,1
41587,Sheffield Ave & Waveland Ave,Kedzie Ave & George St,1
47795,Wabash Ave & Adams St,State St & Harrison St,1
47794,Wabash Ave & Adams St,State St & Chicago Ave,1
47793,Wabash Ave & Adams St,St. Clair St & Erie St,1
47792,Wabash Ave & Adams St,Southport Ave & Wellington Ave,1
44029,Southport Ave & Wellington Ave,Clarendon Ave & Junior Ter,1
41586,Sheffield Ave & Waveland Ave,Kedzie Ave & Bryn Mawr Ave,1
47791,Wabash Ave & Adams St,South Shore Dr & 71st St,1
44931,State St & 79th St,Rhodes Ave & 71st St,1
47789,Wabash Ave & Adams St,Sheridan Rd & Lawrence Ave,1
47788,Wabash Ave & Adams St,Sheridan Rd & Irving Park Rd,1
47787,Wabash Ave & Adams St,Sheffield Ave & Wrightwood Ave,1
47786,Wabash Ave & Adams St,Sheffield Ave & Willow St,1
47785,Wabash Ave & Adams St,Sheffield Ave & Webster Ave,1
45869,State St & Van Buren St,Wells St & Hubbard St,1
47781,Wabash Ave & Adams St,Rush St & Superior St,1
51129,Western Ave & Monroe St,Western Ave & 24th St,1
44936,State St & 95th St,Chicago State University,1
45882,Stave St & Armitage Ave,Blue Island Ave & 18th St,1
40226,Sangamon St & Washington Blvd,Ogden Ave & Congress Pkwy,1
41595,Sheffield Ave & Waveland Ave,Larrabee St & Kingsbury St,1
41594,Sheffield Ave & Waveland Ave,Larrabee St & Armitage Ave,1
44021,Southport Ave & Wellington Ave,California Ave & Division St,1
51741,Wilton Ave & Diversey Pkwy,Damen Ave & Sunnyside Ave,1
44023,Southport Ave & Wellington Ave,California Ave & Milwaukee Ave,1
52096,Wolcott (Ravenswood) Ave & Montrose Ave,Drake Ave & Montrose Ave,1
51740,Wilton Ave & Diversey Pkwy,Damen Ave & Division St,1
51739,Wilton Ave & Diversey Pkwy,Damen Ave & Cortland St,1
45860,State St & Van Buren St,Throop St & Taylor St,1
44024,Southport Ave & Wellington Ave,Campbell Ave & Fullerton Ave,1
47820,Wabash Ave & Cermak Rd,Burling St & Diversey Pkwy,1
44028,Southport Ave & Wellington Ave,Central Ave & Chicago Ave,1
41592,Sheffield Ave & Waveland Ave,Lakefront Trail & Wilson Ave,1
44026,Southport Ave & Wellington Ave,Cannon Dr & Fullerton Ave,1
47818,Wabash Ave & Cermak Rd,Broadway & Berwyn Ave,1
41591,Sheffield Ave & Waveland Ave,Lakefront Trail & Bryn Mawr Ave,1
47817,Wabash Ave & Cermak Rd,Blue Island Ave & 18th St,1
47815,Wabash Ave & Adams St,Woodlawn Ave & 55th St,1
47814,Wabash Ave & Adams St,Wood St & Milwaukee Ave,1
52097,Wolcott (Ravenswood) Ave & Montrose Ave,DuSable Lake Shore Dr & Belmont Ave,1
51128,Western Ave & Monroe St,Western Ave & 21st St,1
47810,Wabash Ave & Adams St,Wacker Dr & Washington St,1
44929,State St & 79th St,Perry Ave & 69th St,1
45871,State St & Van Buren St,Western Ave & Winnebago Ave,1
47778,Wabash Ave & Adams St,Ravenswood Ave & Lawrence Ave,1
44052,Southport Ave & Wellington Ave,Dayton St & North Ave,1
52552,Wood St & Milwaukee Ave,Clinton St & Jackson Blvd,1
41574,Sheffield Ave & Waveland Ave,Franklin St & Chicago Ave,1
41016,Shedd Aquarium,Clark St & North Ave,1
44047,Southport Ave & Wellington Ave,Damen Ave & Division St,1
47750,Wabash Ave & Adams St,Manor Ave & Leland Ave,1
45877,Stave St & Armitage Ave,Ashland Ave & Chicago Ave,1
52549,Wood St & Milwaukee Ave,Clark St & Schiller St,1
45879,Stave St & Armitage Ave,Ashland Ave & Grace St,1
44050,Southport Ave & Wellington Ave,Damen Ave & Sunnyside Ave,1
41572,Sheffield Ave & Waveland Ave,Field Blvd & South Water St,1
45880,Stave St & Armitage Ave,Ashland Ave & Grand Ave,1
47777,Wabash Ave & Adams St,Racine Ave & 18th St,1
39067,Ravenswood Ave & Lawrence Ave,Damen Ave & Charleston St,1
41571,Sheffield Ave & Waveland Ave,Fairbanks St & Superior St,1
45881,Stave St & Armitage Ave,Avers Ave & Belmont Ave,1
47746,Wabash Ave & Adams St,Larrabee St & North Ave,1
47745,Wabash Ave & Adams St,Larrabee St & Kingsbury St,1
41569,Sheffield Ave & Waveland Ave,Elston Ave & Cortland St,1
44053,Southport Ave & Wellington Ave,Desplaines St & Kinzie St,1
47744,Wabash Ave & Adams St,Lakefront Trail & Bryn Mawr Ave,1
47743,Wabash Ave & Adams St,Lake Park Ave & 53rd St,1
47742,Wabash Ave & Adams St,LaSalle St & Washington St,1
52553,Wood St & Milwaukee Ave,Clinton St & Lake St,1
52554,Wood St & Milwaukee Ave,Clinton St & Madison St,1
47753,Wabash Ave & Adams St,McCormick Place,1
41015,Shedd Aquarium,Clark St & Montrose Ave,1
47776,Wabash Ave & Adams St,Pine Grove Ave & Irving Park Rd,1
47775,Wabash Ave & Adams St,Peoria St & Jackson Blvd,1
44032,Southport Ave & Wellington Ave,Clark St & Chicago Ave,1
51736,Wilton Ave & Diversey Pkwy,Columbus Dr & Randolph St,1
47773,Wabash Ave & Adams St,Orleans St & Merchandise Mart Plaza,1
44035,Southport Ave & Wellington Ave,Clark St & Leland Ave,1
45872,State St & Van Buren St,Wolcott Ave & Polk St,1
47771,Wabash Ave & Adams St,Ogden Ave & Race Ave,1
39063,Ravenswood Ave & Lawrence Ave,Clark St & Touhy Ave,1
41580,Sheffield Ave & Waveland Ave,Halsted St & Clybourn Ave,1
45873,State St & Van Buren St,Wood St & Augusta Blvd,1
44042,Southport Ave & Wellington Ave,Clark St & Winnemac Ave,1
41578,Sheffield Ave & Waveland Ave,Greenview Ave & Diversey Pkwy,1
47766,Wabash Ave & Adams St,Milwaukee Ave & Grand Ave,1
41577,Sheffield Ave & Waveland Ave,Green St & Randolph St,1
39064,Ravenswood Ave & Lawrence Ave,Clark St & Wellington Ave,1
45874,Stave St & Armitage Ave,Albany Ave & Bloomingdale Ave,1
41013,Shedd Aquarium,Clark St & Lake St,1
41576,Sheffield Ave & Waveland Ave,Franklin St & Monroe St,1
52556,Wood St & Milwaukee Ave,Columbus Dr & Randolph St,1
44926,State St & 79th St,Ellis Ave & 83rd St,1
39684,Rush St & Cedar St,Michigan Ave & 8th St,1
26409,LaSalle St & Washington St,Normal Ave & Archer Ave,1
37142,Paulina St & Flournoy St,Laflin St & Cullerton St,1
12567,Clinton St & Tilden St,Desplaines St & Randolph St,1
12565,Clinton St & Tilden St,Dearborn St & Van Buren St,1
12563,Clinton St & Tilden St,Dearborn St & Adams St,1
12562,Clinton St & Tilden St,Damen Ave & Pierce Ave,1
12561,Clinton St & Tilden St,Columbus Dr & Randolph St,1
12560,Clinton St & Tilden St,Clinton St & Washington Blvd,1
12553,Clinton St & Tilden St,Clark St & North Ave,1
12551,Clinton St & Tilden St,Clark St & Chicago Ave,1
12550,Clinton St & Tilden St,Clarendon Ave & Leland Ave,1
12548,Clinton St & Tilden St,Canal St & Jackson Blvd,1
12547,Clinton St & Tilden St,California Ave & Milwaukee Ave,1
12546,Clinton St & Tilden St,California Ave & Cortez St,1
12545,Clinton St & Tilden St,California Ave & Altgeld St,1
12543,Clinton St & Tilden St,Albany Ave & Bloomingdale Ave,1
12542,Clinton St & Tilden St,Adler Planetarium,1
12541,Clinton St & Tilden St,Ada St & Washington Blvd,1
12540,Clinton St & Tilden St,Aberdeen St & Monroe St,1
12539,Clinton St & Roosevelt Rd,Western Ave & Walton St,1
12535,Clinton St & Roosevelt Rd,Wabash Ave & Wacker Pl,1
12529,Clinton St & Roosevelt Rd,University Ave & 57th St,1
12527,Clinton St & Roosevelt Rd,Theater on the Lake,1
12525,Clinton St & Roosevelt Rd,Stetson Ave & South Water St,1
12523,Clinton St & Roosevelt Rd,State St & Chicago Ave,1
12522,Clinton St & Roosevelt Rd,St. Clair St & Erie St,1
12521,Clinton St & Roosevelt Rd,Shields Ave & 31st St,1
12519,Clinton St & Roosevelt Rd,Rush St & Hubbard St,1
12514,Clinton St & Roosevelt Rd,Pulaski Rd & 21st St,1
12512,Clinton St & Roosevelt Rd,Paulina St & Flournoy St,1
12566,Clinton St & Tilden St,Desplaines St & Jackson Blvd,1
12568,Clinton St & Tilden St,Federal St & Polk St,1
12368,Clinton St & Madison St,State St & Harrison St,1
12569,Clinton St & Tilden St,Franklin St & Adams St (Temp),1
12608,Clinton St & Tilden St,Western Ave & Congress Pkwy,1
12607,Clinton St & Tilden St,Wells St & Polk St,1
12606,Clinton St & Tilden St,Wells St & Hubbard St,1
12605,Clinton St & Tilden St,Wacker Dr & Washington St,1
12602,Clinton St & Tilden St,State St & Chicago Ave,1
12601,Clinton St & Tilden St,Shedd Aquarium,1
12600,Clinton St & Tilden St,Sedgwick St & Huron St,1
12599,Clinton St & Tilden St,Richmond St & Diversey Ave,1
12597,Clinton St & Tilden St,Peoria St & Jackson Blvd,1
12596,Clinton St & Tilden St,Orleans St & Merchandise Mart Plaza,1
12593,Clinton St & Tilden St,Morgan St & Lake St*,1
12592,Clinton St & Tilden St,Morgan St & Lake St,1
12590,Clinton St & Tilden St,Milwaukee Ave & Rockwell St,1
12588,Clinton St & Tilden St,Michigan Ave & Washington St,1
12587,Clinton St & Tilden St,Michigan Ave & Oak St,1
12586,Clinton St & Tilden St,Michigan Ave & Jackson Blvd,1
12584,Clinton St & Tilden St,Michigan Ave & 18th St,1
12581,Clinton St & Tilden St,Leavitt St & North Ave,1
12580,Clinton St & Tilden St,Larrabee St & Armitage Ave,1
12579,Clinton St & Tilden St,LaSalle St & Washington St,1
12578,Clinton St & Tilden St,LaSalle St & Jackson Blvd,1
12577,Clinton St & Tilden St,LaSalle St & Adams St,1
12576,Clinton St & Tilden St,Kingsbury St & Kinzie St,1
12575,Clinton St & Tilden St,Jefferson St & Monroe St,1
12573,Clinton St & Tilden St,Green St & Randolph St*,1
12571,Clinton St & Tilden St,Franklin St & Lake St,1
12570,Clinton St & Tilden St,Franklin St & Illinois St,1
12510,Clinton St & Roosevelt Rd,Ogden Ave & Congress Pkwy,1
12509,Clinton St & Roosevelt Rd,New St & Illinois St,1
12505,Clinton St & Roosevelt Rd,Millennium Park,1
12504,Clinton St & Roosevelt Rd,Mies van der Rohe Way & Chicago Ave,1
12431,Clinton St & Polk St,Racine Ave & Washington Blvd,1
12430,Clinton St & Polk St,Racine Ave & 15th St,1
12428,Clinton St & Polk St,Morgan St & 18th St,1
12427,Clinton St & Polk St,Morgan Ave & 14th Pl,1
12424,Clinton St & Polk St,Loomis St & Lexington St,1
12421,Clinton St & Polk St,Halsted St & Maxwell St,1
12420,Clinton St & Polk St,Financial Pl & Ida B Wells Dr,1
12419,Clinton St & Polk St,Fairbanks Ct & Grand Ave,1
12418,Clinton St & Polk St,Desplaines St & Jackson Blvd,1
12416,Clinton St & Polk St,Dearborn St & Monroe St,1
12413,Clinton St & Polk St,Clinton St & Roosevelt Rd,1
12412,Clinton St & Polk St,Clinton St & Polk St,1
12411,Clinton St & Polk St,Clinton St & Madison St,1
12410,Clinton St & Polk St,Clinton St & Lake St,1
12408,Clinton St & Polk St,Clark St & Randolph St,1
12407,Clinton St & Polk St,Clark St & Armitage Ave,1
12406,Clinton St & Polk St,Cityfront Plaza Dr & Pioneer Ct,1
12405,Clinton St & Polk St,Canal St & Taylor St,1
12403,Clinton St & Polk St,Canal St & Jackson Blvd,1
12402,Clinton St & Polk St,Canal St & Harrison St,1
12397,Clinton St & Madison St,Wood St & Augusta Blvd,1
12396,Clinton St & Madison St,Wolcott Ave & Polk St,1
12395,Clinton St & Madison St,Wolcott (Ravenswood) Ave & Montrose Ave,1
12394,Clinton St & Madison St,Wilton Ave & Belmont Ave,1
12391,Clinton St & Madison St,Western Ave & Fillmore St,1
12382,Clinton St & Madison St,Washtenaw Ave & Ogden Ave,1
12373,Clinton St & Madison St,Stave St & Armitage Ave,1
12432,Clinton St & Polk St,Shedd Aquarium,1
12434,Clinton St & Polk St,Wabash Ave & 16th St,1
12435,Clinton St & Polk St,Wabash Ave & 9th St,1
12469,Clinton St & Roosevelt Rd,Emerald Ave & 28th St,1
12502,Clinton St & Roosevelt Rd,Michigan Ave & Madison St,1
12497,Clinton St & Roosevelt Rd,Michigan Ave & 14th St,1
12494,Clinton St & Roosevelt Rd,May St & Cullerton St,1
12492,Clinton St & Roosevelt Rd,MLK Jr Dr & 29th St,1
12490,Clinton St & Roosevelt Rd,Lakeview Ave & Fullerton Pkwy,1
12486,Clinton St & Roosevelt Rd,Indiana Ave & 26th St,1
12485,Clinton St & Roosevelt Rd,Halsted St & Roosevelt Rd,1
12484,Clinton St & Roosevelt Rd,Halsted St & Polk St,1
12481,Clinton St & Roosevelt Rd,Halsted St & 47th Pl,1
12480,Clinton St & Roosevelt Rd,Halsted St & 37th St,1
12478,Clinton St & Roosevelt Rd,Green St & Randolph St*,1
12470,Clinton St & Roosevelt Rd,Fairbanks Ct & Grand Ave,1
12467,Clinton St & Roosevelt Rd,DuSable Lake Shore Dr & Monroe St,1
12436,Clinton St & Polk St,Wabash Ave & Adams St,1
12466,Clinton St & Roosevelt Rd,Desplaines St & Kinzie St,1
12460,Clinton St & Roosevelt Rd,Columbus Dr & Randolph St,1
12459,Clinton St & Roosevelt Rd,Clinton St & Washington Blvd,1
12456,Clinton St & Roosevelt Rd,Clinton St & Lake St,1
12453,Clinton St & Roosevelt Rd,Clark St & Lake St,1
12450,Clinton St & Roosevelt Rd,Canal St & Jackson Blvd,1
12449,Clinton St & Roosevelt Rd,Canal St & Harrison St,1
12448,Clinton St & Roosevelt Rd,Canal St & Adams St,1
12446,Clinton St & Roosevelt Rd,Calumet Ave & 21st St,1
12444,Clinton St & Roosevelt Rd,California Ave & Cortez St,1
12442,Clinton St & Roosevelt Rd,Bissell St & Armitage Ave,1
12441,Clinton St & Roosevelt Rd,Adler Planetarium,1
12609,Clinton St & Tilden St,Western Ave & Lake St,1
12610,Clinton St & Washington Blvd,Aberdeen St & Jackson Blvd,1
12615,Clinton St & Washington Blvd,Ashland Ave & Blackhawk St,1
12778,Clinton St & Washington Blvd,Washtenaw Ave & Superior St,1
12842,Clybourn Ave & Division St,Lincoln Ave & Fullerton Ave,1
12839,Clybourn Ave & Division St,Leavitt St & Belmont Ave,1
12838,Clybourn Ave & Division St,Larrabee St & Webster Ave,1
12835,Clybourn Ave & Division St,Larrabee St & Menomonee St,1
12833,Clybourn Ave & Division St,Larrabee St & Armitage Ave,1
12831,Clybourn Ave & Division St,LaSalle St & Illinois St,1
12829,Clybourn Ave & Division St,Kingsbury St & Kinzie St,1
12828,Clybourn Ave & Division St,Honore St & Division St,1
12827,Clybourn Ave & Division St,Halsted St & Wrightwood Ave,1
12824,Clybourn Ave & Division St,Halsted St & Dickens Ave,1
12821,Clybourn Ave & Division St,Green St & Randolph St,1
12818,Clybourn Ave & Division St,Fairbanks Ct & Grand Ave,1
12815,Clybourn Ave & Division St,DuSable Lake Shore Dr & Wellington Ave,1
12814,Clybourn Ave & Division St,DuSable Lake Shore Dr & North Blvd,1
12812,Clybourn Ave & Division St,Dearborn Pkwy & Delaware Pl,1
12810,Clybourn Ave & Division St,Damen Ave & Pierce Ave,1
12809,Clybourn Ave & Division St,Damen Ave & Division St,1
12808,Clybourn Ave & Division St,Damen Ave & Chicago Ave,1
12803,Clybourn Ave & Division St,Clark St & Randolph St,1
12799,Clybourn Ave & Division St,Clark St & Armitage Ave,1
12798,Clybourn Ave & Division St,Campbell Ave & North Ave,1
12797,Clybourn Ave & Division St,California Ave & Milwaukee Ave,1
12794,Clybourn Ave & Division St,Ashland Ave & Wrightwood Ave,1
12792,Clybourn Ave & Division St,Ashland Ave & Blackhawk St,1
12791,Clybourn Ave & Division St,Ada St & Washington Blvd,1
12790,Clinton St & Washington Blvd,Wood St & Taylor St (Temp),1
12788,Clinton St & Washington Blvd,Wood St & Chicago Ave,1
12843,Clybourn Ave & Division St,Lincoln Park Conservatory,1
12846,Clybourn Ave & Division St,Michigan Ave & Lake St,1
12847,Clybourn Ave & Division St,Michigan Ave & Washington St,1
12887,Clybourn Ave & Division St,Wood St & Milwaukee Ave,1
12905,Columbus Dr & Randolph St,Calumet Ave & 21st St,1
12902,Columbus Dr & Randolph St,Buckingham Fountain,1
12901,Columbus Dr & Randolph St,Broadway & Waveland Ave,1
12900,Columbus Dr & Randolph St,Broadway & Ridge Ave,1
12898,Columbus Dr & Randolph St,Broadway & Belmont Ave,1
12894,Clyde Ave & 87th St,Stewart Ave & 83rd St,1
12893,Clyde Ave & 87th St,South Chicago Ave & Elliot Ave,1
12892,Clyde Ave & 87th St,Houston Ave & 92nd St,1
12891,Clyde Ave & 87th St,Harper Ave & 59th St,1
12890,Clyde Ave & 87th St,Clyde Ave & 87th St,1
12889,Clyde Ave & 87th St,63rd St Beach,1
12888,Clybourn Ave & Division St,Woodlawn Ave & 55th St,1
12886,Clybourn Ave & Division St,Wood St & Augusta Blvd,1
12851,Clybourn Ave & Division St,Noble St & Milwaukee Ave,1
12884,Clybourn Ave & Division St,Wilton Ave & Belmont Ave,1
12883,Clybourn Ave & Division St,Western Ave & Walton St,1
12877,Clybourn Ave & Division St,Wells St & Concord Ln,1
12876,Clybourn Ave & Division St,Walsh Park,1
12875,Clybourn Ave & Division St,Wabash Ave & Roosevelt Rd,1
12872,Clybourn Ave & Division St,Stockton Dr & Wrightwood Ave,1
12871,Clybourn Ave & Division St,State St & Pearson St,1
12870,Clybourn Ave & Division St,State St & Kinzie St,1
12863,Clybourn Ave & Division St,Sheffield Ave & Waveland Ave,1
12856,Clybourn Ave & Division St,Rush St & Cedar St,1
12855,Clybourn Ave & Division St,Ritchie Ct & Banks St,1
12854,Clybourn Ave & Division St,Racine Ave & Belmont Ave,1
12787,Clinton St & Washington Blvd,Wood St & Augusta Blvd,1
12777,Clinton St & Washington Blvd,Wacker Dr & Washington St,1
12620,Clinton St & Washington Blvd,Blue Island Ave & 18th St,1
12772,Clinton St & Washington Blvd,Wabash Ave & Adams St,1
12691,Clinton St & Washington Blvd,Kedzie Ave & Milwaukee Ave,1
12688,Clinton St & Washington Blvd,Honore St & Division St,1
12687,Clinton St & Washington Blvd,Hermitage Ave & Polk St,1
12686,Clinton St & Washington Blvd,Halsted St & Willow St,1
12685,Clinton St & Washington Blvd,Halsted St & Dickens Ave,1
12684,Clinton St & Washington Blvd,Halsted St & Clybourn Ave,1
12682,Clinton St & Washington Blvd,Green St & Randolph St,1
12680,Clinton St & Washington Blvd,Franklin St & Monroe St,1
12678,Clinton St & Washington Blvd,Franklin St & Illinois St,1
12676,Clinton St & Washington Blvd,Field Museum,1
12671,Clinton St & Washington Blvd,Elizabeth (May) St & Fulton St,1
12670,Clinton St & Washington Blvd,Eckhart Park,1
12662,Clinton St & Washington Blvd,Damen Ave & Walnut (Lake) St,1
12660,Clinton St & Washington Blvd,Damen Ave & Madison St,1
12659,Clinton St & Washington Blvd,Damen Ave & Division St,1
12658,Clinton St & Washington Blvd,Damen Ave & Cullerton St,1
